,time_idx,date,value,S,I,PopN,Region,series
0,0,2021-06-16,3.5074663888475466,1511775,2.0,1515000,강원,0
1,1,2021-06-17,3.0064116938500525,1511769,2.0,1515000,강원,0
2,2,2021-06-18,3.00642959199873,1511760,3.0,1515000,강원,0
3,3,2021-06-19,5.010732559177909,1511755,1.0,1515000,강원,0
4,4,2021-06-20,3.257004171346698,1511742,4.0,1515000,강원,0
5,5,2021-06-21,3.5075591952293226,1511735,2.0,1515000,강원,0
6,6,2021-06-22,3.3405546643734807,1511725,3.0,1515000,강원,0
7,7,2021-06-23,3.407404075390221,1511708,5.0,1515000,강원,0
8,8,2021-06-24,5.010904919815599,1511703,1.0,1515000,강원,0
9,9,2021-06-25,3.2571162076880844,1511690,4.0,1515000,강원,0
10,10,2021-06-26,3.2929587950634254,1511667,7.0,1515000,강원,0
11,11,2021-06-27,3.808426300302716,1511648,5.0,1515000,강원,0
12,12,2021-06-28,3.207129777617833,1511632,5.0,1515000,강원,0
13,13,2021-06-29,4.008933438474118,1511624,2.0,1515000,강원,0
14,14,2021-06-30,4.677132329106053,1511610,3.0,1515000,강원,0
15,15,2021-07-01,4.00899178487459,1511602,2.0,1515000,강원,0
16,16,2021-07-02,7.0157681124904485,1511595,1.0,1515000,강원,0
17,17,2021-07-03,11.02485869128014,1511584,1.0,1515000,강원,0
18,18,2021-07-04,11.02493892124297,1511573,1.0,1515000,강원,0
19,19,2021-07-05,7.015902712815715,1511566,1.0,1515000,강원,0
20,20,2021-07-06,6.013654767260314,1511560,1.0,1515000,강원,0
21,21,2021-07-07,6.013702508951089,1511548,2.0,1515000,강원,0
22,22,2021-07-08,7.517202733913186,1511533,2.0,1515000,강원,0
23,23,2021-07-09,7.684368611520929,1511510,3.0,1515000,강원,0
24,24,2021-07-10,7.517391721441355,1511495,2.0,1515000,강원,0
25,25,2021-07-11,10.02332158983774,1511475,2.0,1515000,강원,0
26,26,2021-07-12,9.02109686216677,1511457,2.0,1515000,강원,0
27,27,2021-07-13,9.522388612698636,1511438,2.0,1515000,강원,0
28,28,2021-07-14,7.517749829134531,1511423,2.0,1515000,강원,0
29,29,2021-07-15,12.028590729516164,1511399,2.0,1515000,강원,0
30,30,2021-07-16,9.021604211272937,1511372,3.0,1515000,강원,0
31,31,2021-07-17,11.277341038703074,1511327,4.0,1515000,강원,0
32,32,2021-07-18,12.530793494508286,1511277,4.0,1515000,강원,0
33,33,2021-07-19,13.53349875930521,1511250,2.0,1515000,강원,0
34,34,2021-07-20,13.700950695767428,1511209,3.0,1515000,강원,0
35,35,2021-07-21,13.534349553818108,1511155,4.0,1515000,강원,0
36,0,2021-06-16,3.481992394489608,13365369,53.0,13405000,경기,1
37,1,2021-06-17,3.491137688333418,13365188,52.0,13405000,경기,1
