,time_idx,date,value,S,I,PopN,Region,series
0,0,2021-11-20,1.0051071384500252,1507302,59.0,1515000,강원,0
1,1,2021-11-21,1.0051571528376284,1507227,75.0,1515000,강원,0
2,2,2021-11-22,1.00519383321877,1507172,55.0,1515000,강원,0
3,3,2021-11-23,1.0052378532100597,1507106,66.0,1515000,강원,0
4,4,2021-11-24,1.0052792088353093,1507044,62.0,1515000,강원,0
5,5,2021-11-25,1.0053365787234947,1506958,86.0,1515000,강원,0
6,6,2021-11-26,1.005371937846115,1506905,53.0,1515000,강원,0
7,7,2021-11-27,1.0054339891107849,1506812,93.0,1515000,강원,0
8,8,2021-11-28,1.0054746935625063,1506751,61.0,1515000,강원,0
9,9,2021-11-29,1.005511397123242,1506696,55.0,1515000,강원,0
10,10,2021-11-30,1.005567458642305,1506612,84.0,1515000,강원,0
11,11,2021-12-01,1.0056375443326848,1506507,105.0,1515000,강원,0
12,12,2021-12-02,1.0057323424269682,1506365,142.0,1515000,강원,0
13,13,2021-12-03,1.0057977768881612,1506267,98.0,1515000,강원,0
14,14,2021-12-04,1.0147754442251335,1506153,113.0,1515000,강원,0
15,15,2021-12-05,1.0146987843216857,1506037,115.0,1515000,강원,0
16,16,2021-12-06,1.0150894955915126,1505925,111.0,1515000,강원,0
17,17,2021-12-07,1.015501138919718,1505817,107.0,1515000,강원,0
18,18,2021-12-08,1.0206701582220072,1505676,139.0,1515000,강원,0
19,19,2021-12-09,1.021083102362548,1505538,136.0,1515000,강원,0
20,20,2021-12-10,1.0199848630206785,1505388,148.0,1515000,강원,0
21,21,2021-12-11,1.0184808541259234,1505218,168.0,1515000,강원,0
22,22,2021-12-12,1.0233566496755024,1505096,120.0,1515000,강원,0
23,23,2021-12-13,1.0251252770875554,1504985,109.0,1515000,강원,0
24,24,2021-12-14,1.022231202853496,1504853,130.0,1515000,강원,0
25,25,2021-12-15,1.02608907237954,1504693,157.0,1515000,강원,0
26,26,2021-12-16,1.027782371139585,1504545,145.0,1515000,강원,0
27,27,2021-12-17,1.0222967961910312,1504411,132.0,1515000,강원,0
28,28,2021-12-18,1.0233669044569131,1504285,124.0,1515000,강원,0
29,29,2021-12-19,1.027744836803278,1504185,98.0,1515000,강원,0
30,30,2021-12-20,1.023520675632384,1504059,124.0,1515000,강원,0
31,31,2021-12-21,1.0250248495909893,1503943,114.0,1515000,강원,0
32,32,2021-12-22,1.0231803256122936,1503813,128.0,1515000,강원,0
33,33,2021-12-23,1.0245960884979148,1503693,118.0,1515000,강원,0
34,34,2021-12-24,1.0315965456551424,1503564,126.0,1515000,강원,0
35,35,2021-12-25,1.028698291957587,1503417,144.0,1515000,강원,0
36,0,2021-11-20,1.0100580318063177,13284961,987.0,13405000,경기,1
37,1,2021-11-21,1.0101331552152122,13283973,987.0,13405000,경기,1
38,2,2021-11-22,1.0104095514709328,13283156,816.0,13405000,경기,1
39,3,2021-11-23,1.0105453505520756,13282387,768.0,13405000,경기,1
40,4,2021-11-24,1.0110400667950217,13281211,1174.0,13405000,경기,1
41,5,2021-11-25,1.0112492548850276,13280115,1094.0,13405000,경기,1
42,6,2021-11-26,1.011302662121731,13279000,1113.0,13405000,경기,1
