,time_idx,date,value,S,I,PopN,Region,series
0,0,2020-08-03,0.0,1514947,0.0,1515000,강원,0
1,1,2020-08-04,0.0,1514947,0.0,1515000,강원,0
2,2,2020-08-05,0.0,1514947,0.0,1515000,강원,0
3,3,2020-08-06,0.0,1514947,0.0,1515000,강원,0
4,4,2020-08-07,0.0,1514947,0.0,1515000,강원,0
5,5,2020-08-08,0.0,1514947,0.0,1515000,강원,0
6,6,2020-08-09,0.0,1514947,0.0,1515000,강원,0
7,7,2020-08-10,0.0,1514947,0.0,1515000,강원,0
8,8,2020-08-11,0.0,1514947,0.0,1515000,강원,0
9,9,2020-08-12,0.0,1514947,0.0,1515000,강원,0
10,10,2020-08-13,0.0,1514947,0.0,1515000,강원,0
11,11,2020-08-14,0.0,1514946,1.0,1515000,강원,0
12,12,2020-08-15,3.000106934504596,1514943,3.0,1515000,강원,0
13,13,2020-08-16,0.0,1514943,0.0,1515000,강원,0
14,14,2020-08-17,0.0,1514942,1.0,1515000,강원,0
15,15,2020-08-18,2.000076570588181,1514940,2.0,1515000,강원,0
16,16,2020-08-19,2.5000990138223296,1514935,5.0,1515000,강원,0
17,17,2020-08-20,1.000042906131286,1514930,5.0,1515000,강원,0
18,18,2020-08-21,1.8000831721597697,1514921,9.0,1515000,강원,0
19,19,2020-08-22,1.7778704852156206,1514905,16.0,1515000,강원,0
20,20,2020-08-23,0.9375587908152656,1514890,15.0,1515000,강원,0
21,21,2020-08-24,0.4000290450131692,1514884,6.0,1515000,강원,0
22,22,2020-08-25,1.333435431359761,1514876,8.0,1515000,강원,0
23,23,2020-08-26,2.250184173490108,1514858,18.0,1515000,강원,0
24,24,2020-08-27,0.7778506852347437,1514844,14.0,1515000,강원,0
25,25,2020-08-28,0.2143077816216436,1514841,3.0,1515000,강원,0
26,26,2020-08-29,0.0,1514841,0.0,1515000,강원,0
27,27,2020-08-30,0.0,1514839,2.0,1515000,강원,0
28,28,2020-08-31,1.5001594228825637,1514836,3.0,1515000,강원,0
29,29,2020-09-01,1.3334776833927895,1514832,4.0,1515000,강원,0
30,30,2020-09-02,0.5000554516936532,1514830,2.0,1515000,강원,0
31,31,2020-09-03,2.0002244476277866,1514826,4.0,1515000,강원,0
32,32,2020-09-04,0.7500861485081455,1514823,3.0,1515000,강원,0
33,33,2020-09-05,1.0001168453344054,1514820,3.0,1515000,강원,0
34,34,2020-09-06,1.6668647099985476,1514815,5.0,1515000,강원,0
35,35,2020-09-07,0.0,1514815,0.0,1515000,강원,0
36,0,2020-08-03,1.0000852739625616,13403856,1.0,13405000,경기,1
37,1,2020-08-04,3.000256045722962,13403853,3.0,13405000,경기,1
38,2,2020-08-05,0.6667237149397764,13403851,2.0,13405000,경기,1
39,3,2020-08-06,5.500471468983056,13403840,11.0,13405000,경기,1
40,4,2020-08-07,0.2727508751901761,13403837,3.0,13405000,경기,1
41,5,2020-08-08,4.00034706479943,13403825,12.0,13405000,경기,1
42,6,2020-08-09,1.1667689384684348,13403811,14.0,13405000,경기,1
43,7,2020-08-10,0.3571745378982142,13403806,5.0,13405000,경기,1
44,8,2020-08-11,1.4001247108470534,13403799,7.0,13405000,경기,1
45,9,2020-08-12,2.7145289182566823,13403780,19.0,13405000,경기,1
46,10,2020-08-13,0.8421819108215428,13403764,16.0,13405000,경기,1
47,11,2020-08-14,2.375219005646473,13403726,38.0,13405000,경기,1
48,12,2020-08-15,1.7633254797171598,13403659,67.0,13405000,경기,1
49,13,2020-08-16,1.432979172262177,13403563,96.0,13405000,경기,1
50,14,2020-08-17,0.6979914905213387,13403496,67.0,13405000,경기,1
51,15,2020-08-18,0.7762064909792882,13403444,52.0,13405000,경기,1
52,16,2020-08-19,1.807902161908192,13403350,94.0,13405000,경기,1
53,17,2020-08-20,0.8618082062526604,13403269,81.0,13405000,경기,1
54,18,2020-08-21,1.259421889568162,13403167,102.0,13405000,경기,1
55,19,2020-08-22,0.892278872978158,13403076,91.0,13405000,경기,1
56,20,2020-08-23,1.3518423796034698,13402953,123.0,13405000,경기,1
57,21,2020-08-24,0.683031131000867,13402869,84.0,13405000,경기,1
58,22,2020-08-25,0.7501192468567738,13402806,63.0,13405000,경기,1
59,23,2020-08-26,1.4764321242382628,13402713,93.0,13405000,경기,1
60,24,2020-08-27,1.0754522979506953,13402613,100.0,13405000,경기,1
61,25,2020-08-28,1.1201994715508088,13402501,112.0,13405000,경기,1
62,26,2020-08-29,0.8930236229790246,13402401,100.0,13405000,경기,1
63,27,2020-08-30,0.770149318767585,13402324,77.0,13405000,경기,1
64,28,2020-08-31,1.026178878990078,13402245,79.0,13405000,경기,1
65,29,2020-09-01,0.7596497943611573,13402185,60.0,13405000,경기,1
66,30,2020-09-02,1.3169432198306967,13402106,79.0,13405000,경기,1
67,31,2020-09-03,0.8103015179437499,13402042,64.0,13405000,경기,1
68,32,2020-09-04,0.8595646749204338,13401987,55.0,13405000,경기,1
69,33,2020-09-05,0.8547375712408778,13401940,47.0,13405000,경기,1
70,34,2020-09-06,0.9576654176996096,13401895,45.0,13405000,경기,1
71,35,2020-09-07,0.6668211224357948,13401865,30.0,13405000,경기,1
72,0,2020-08-03,0.0,3349890,0.0,3350000,경남,2
73,1,2020-08-04,0.0,3349890,0.0,3350000,경남,2
74,2,2020-08-05,0.0,3349890,0.0,3350000,경남,2
