,time_idx,date,value,S,I,PopN,Region,series
0,0,2021-01-18,1.0009857893053753,1513508,14.0,1515000,강원,0
1,1,2021-01-19,1.0677294627259344,1513492,15.0,1515000,강원,0
2,2,2021-01-20,1.001002323778992,1513483,9.0,1515000,강원,0
3,3,2021-01-21,1.0010062921339409,1513477,6.0,1515000,강원,0
4,4,2021-01-22,1.0010115833228166,1513469,8.0,1515000,강원,0
5,5,2021-01-23,1.00101489034427,1513464,5.0,1515000,강원,0
6,6,2021-01-24,1.0010221658683818,1513453,11.0,1515000,강원,0
7,7,2021-01-25,1.0010241501205854,1513450,3.0,1515000,강원,0
8,8,2021-01-26,1.0511045270013109,1513408,40.0,1515000,강원,0
9,9,2021-01-27,1.0599499448647232,1513390,17.0,1515000,강원,0
10,10,2021-01-28,1.00106780565937,1513384,6.0,1515000,강원,0
11,11,2021-01-29,1.001072436015613,1513377,7.0,1515000,강원,0
12,12,2021-01-30,1.0010744204671151,1513374,3.0,1515000,강원,0
13,13,2021-01-31,1.0010783893937232,1513368,6.0,1515000,강원,0
14,14,2021-02-01,1.001083681344822,1513360,8.0,1515000,강원,0
15,15,2021-02-02,1.0010883118479297,1513353,7.0,1515000,강원,0
16,16,2021-02-03,1.001091619376376,1513348,5.0,1515000,강원,0
17,17,2021-02-04,1.0010969114673505,1513340,8.0,1515000,강원,0
18,18,2021-02-05,1.001100219052622,1513335,5.0,1515000,강원,0
19,19,2021-02-06,1.0011008805722994,1513334,1.0,1515000,강원,0
20,20,2021-02-07,1.0011041881837988,1513329,5.0,1515000,강원,0
21,21,2021-02-08,1.001106834288735,1513325,4.0,1515000,강원,0
22,22,2021-02-09,1.001108818876617,1513322,3.0,1515000,강원,0
23,23,2021-02-10,1.001112126540573,1513317,5.0,1515000,강원,0
24,24,2021-02-11,1.101231343826034,1513306,10.0,1515000,강원,0
25,25,2021-02-12,1.0011233727615143,1513300,6.0,1515000,강원,0
26,26,2021-02-13,1.001124695862943,1513298,2.0,1515000,강원,0
27,27,2021-02-14,1.0011280036318149,1513293,5.0,1515000,강원,0
28,28,2021-02-15,1.001128665188212,1513292,1.0,1515000,강원,0
29,29,2021-02-16,1.0011313114225449,1513288,4.0,1515000,강원,0
30,30,2021-02-17,1.0011332961074748,1513285,3.0,1515000,강원,0
31,31,2021-02-18,1.0011352808002738,1513282,3.0,1515000,강원,0
32,32,2021-02-19,1.0011385886390924,1513277,5.0,1515000,강원,0
33,33,2021-02-20,1.001140573352876,1513274,3.0,1515000,강원,0
34,34,2021-02-21,1.2013734513648606,1513268,5.0,1515000,강원,0
35,35,2021-02-22,1.118940302698133,1513249,17.0,1515000,강원,0
36,0,2021-01-18,1.031306501081788,13388018,100.0,13405000,경기,1
37,1,2021-01-19,1.0335773116479676,13387890,124.0,13405000,경기,1
38,2,2021-01-20,1.0341165407995925,13387764,122.0,13405000,경기,1
39,3,2021-01-21,1.0323453727346297,13387631,129.0,13405000,경기,1
40,4,2021-01-22,1.031647596895,13387529,99.0,13405000,경기,1
41,5,2021-01-23,1.0380589208182212,13387416,109.0,13405000,경기,1
42,6,2021-01-24,1.0434817561003134,13387317,95.0,13405000,경기,1
43,7,2021-01-25,1.044862186876876,13387245,69.0,13405000,경기,1
44,8,2021-01-26,1.0436415916928397,13387171,71.0,13405000,경기,1
45,9,2021-01-27,1.039271667758157,13387034,132.0,13405000,경기,1
46,10,2021-01-28,1.0371132474255838,13386918,112.0,13405000,경기,1
47,11,2021-01-29,1.0417378053503634,13386789,124.0,13405000,경기,1
48,12,2021-01-30,1.039590794007587,13386653,131.0,13405000,경기,1
49,13,2021-01-31,1.0402670355946817,13386546,103.0,13405000,경기,1
50,14,2021-02-01,1.0485092156506957,13386457,85.0,13405000,경기,1
51,15,2021-02-02,1.0462288204126338,13386387,67.0,13405000,경기,1
52,16,2021-02-03,1.0504866059231732,13386280,102.0,13405000,경기,1
53,17,2021-02-04,1.0506575971258931,13386152,122.0,13405000,경기,1
54,18,2021-02-05,1.0491027395053245,13386042,105.0,13405000,경기,1
55,19,2021-02-06,1.0514953118336057,13385937,100.0,13405000,경기,1
56,20,2021-02-07,1.0500453991560632,13385829,103.0,13405000,경기,1
57,21,2021-02-08,1.0548481282956377,13385750,75.0,13405000,경기,1
58,22,2021-02-09,1.0555791119175757,13385633,111.0,13405000,경기,1
59,23,2021-02-10,1.055228184909088,13385476,149.0,13405000,경기,1
60,24,2021-02-11,1.0538747497611858,13385295,172.0,13405000,경기,1
61,25,2021-02-12,1.0525757547167476,13385192,98.0,13405000,경기,1
62,26,2021-02-13,1.0559157487261503,13385095,92.0,13405000,경기,1
63,27,2021-02-14,1.0710409786357984,13385018,72.0,13405000,경기,1
64,28,2021-02-15,1.077701378108744,13384919,92.0,13405000,경기,1
65,29,2021-02-16,1.076623167042591,13384790,120.0,13405000,경기,1
66,30,2021-02-17,1.082526290852619,13384643,136.0,13405000,경기,1
67,31,2021-02-18,1.09384636650799,13384406,217.0,13405000,경기,1
68,32,2021-02-19,1.0980874343384484,13384224,166.0,13405000,경기,1
69,33,2021-02-20,1.104464767342866,13384063,146.0,13405000,경기,1
70,34,2021-02-21,1.1128633832058017,13383893,153.0,13405000,경기,1
71,35,2021-02-22,1.117153309505289,13383777,104.0,13405000,경기,1
72,0,2021-01-18,1.0531518674072369,3348345,19.0,3350000,경남,2
73,1,2021-01-19,1.0004975608765434,3348334,11.0,3350000,경남,2
74,2,2021-01-20,1.059356053469688,3348316,17.0,3350000,경남,2
75,3,2021-01-21,1.0005074215251255,3348301,15.0,3350000,경남,2
76,4,2021-01-22,1.0505393814137407,3348280,20.0,3350000,경남,2
77,5,2021-01-23,1.03279820256117,3348248,31.0,3350000,경남,2
78,6,2021-01-24,1.063061359864358,3348231,16.0,3350000,경남,2
79,7,2021-01-25,1.0005316257593586,3348220,11.0,3350000,경남,2
80,8,2021-01-26,1.0005352116714374,3348208,12.0,3350000,경남,2
81,9,2021-01-27,1.0532012507880932,3348188,19.0,3350000,경남,2
82,10,2021-01-28,1.0561328030667243,3348169,18.0,3350000,경남,2
83,11,2021-01-29,1.0720193020648734,3348154,14.0,3350000,경남,2
84,12,2021-01-30,1.0005546358085662,3348143,11.0,3350000,경남,2
85,13,2021-01-31,1.0594164864004216,3348125,17.0,3350000,경남,2
86,14,2021-02-01,1.000561210302734,3348121,4.0,3350000,경남,2
87,15,2021-02-02,1.0005638998934323,3348112,9.0,3350000,경남,2
88,16,2021-02-03,1.000566290652859,3348104,8.0,3350000,경남,2
89,17,2021-02-04,1.0005683825767293,3348097,7.0,3350000,경남,2
90,18,2021-02-05,1.0005701756612948,3348091,6.0,3350000,경남,2
91,19,2021-02-06,1.000573164149852,3348081,10.0,3350000,경남,2
92,20,2021-02-07,1.0005743595502732,3348077,4.0,3350000,경남,2
93,21,2021-02-08,1.0005755549535509,3348073,4.0,3350000,경남,2
94,22,2021-02-09,1.0005770492116648,3348068,5.0,3350000,경남,2
95,23,2021-02-10,1.0005797388875166,3348059,9.0,3350000,경남,2
96,24,2021-02-11,1.000581233158127,3348054,5.0,3350000,경남,2
97,25,2021-02-12,1.0005824285778289,3348050,4.0,3350000,경남,2
98,26,2021-02-13,1.0005836240003871,3348046,4.0,3350000,경남,2
99,27,2021-02-14,1.0005854171395805,3348040,6.0,3350000,경남,2
100,28,2021-02-15,1.000586313711587,3348037,3.0,3350000,경남,2
101,29,2021-02-16,1.0005881068604203,3348031,6.0,3350000,경남,2
102,30,2021-02-17,1.167355232021435,3348024,6.0,3350000,경남,2
103,31,2021-02-18,1.1673576727159192,3348017,6.0,3350000,경남,2
104,32,2021-02-19,1.1256693532392994,3348008,8.0,3350000,경남,2
105,33,2021-02-20,1.1435398532172725,3348000,7.0,3350000,경남,2
106,34,2021-02-21,1.1673660408887752,3347993,6.0,3350000,경남,2
107,35,2021-02-22,1.2507511974355945,3347988,4.0,3350000,경남,2
108,0,2021-01-18,1.0598918045413137,2652324,17.0,2655000,경북,3
109,1,2021-01-19,1.0010119457862487,2652316,8.0,2655000,경북,3
110,2,2021-01-20,1.0010145876668215,2652309,7.0,2655000,경북,3
111,3,2021-01-21,1.0010176069759804,2652301,8.0,2655000,경북,3
112,4,2021-01-22,1.00102213597387,2652289,12.0,2655000,경북,3
113,5,2021-01-23,1.0599129842268136,2652271,17.0,2655000,경북,3
114,6,2021-01-24,1.0010315715177676,2652264,7.0,2655000,경북,3
115,7,2021-01-25,1.0780396905385123,2652250,13.0,2655000,경북,3
116,8,2021-01-26,1.0010398749435383,2652242,8.0,2655000,경북,3
117,9,2021-01-27,1.0010436492735175,2652232,10.0,2655000,경북,3
118,10,2021-01-28,1.0498920684468382,2652189,41.0,2655000,경북,3
119,11,2021-01-29,1.0524125524495036,2652148,39.0,2655000,경북,3
120,12,2021-01-30,1.0511374455295692,2652127,20.0,2655000,경북,3
121,13,2021-01-31,1.0725952965571806,2652112,14.0,2655000,경북,3
122,14,2021-02-01,1.001090453329955,2652108,4.0,2655000,경북,3
123,15,2021-02-02,1.0010942280413468,2652098,10.0,2655000,경북,3
124,16,2021-02-03,1.0010980027812049,2652088,10.0,2655000,경북,3
125,17,2021-02-04,1.0011002676387837,2652082,6.0,2655000,경북,3
126,18,2021-02-05,1.00110253250661,2652076,6.0,2655000,경북,3
127,19,2021-02-06,1.0011040424241875,2652072,4.0,2655000,경북,3
128,20,2021-02-07,1.0011044199042938,2652071,1.0,2655000,경북,3
129,21,2021-02-08,1.0011063073090942,2652066,5.0,2655000,경북,3
130,22,2021-02-09,1.0011078172380583,2652062,4.0,2655000,경북,3
131,23,2021-02-10,1.0011085722042488,2652060,2.0,2655000,경북,3
132,24,2021-02-11,1.001108949687771,2652059,1.0,2655000,경북,3
133,25,2021-02-12,1.001110459624706,2652055,4.0,2655000,경북,3
134,26,2021-02-13,1.001111969566196,2652051,4.0,2655000,경북,3
135,27,2021-02-14,1.001113479512241,2652047,4.0,2655000,경북,3
136,28,2021-02-15,1.1441331421919942,2652039,7.0,2655000,경북,3
137,29,2021-02-16,1.0011172543972804,2652037,2.0,2655000,경북,3
138,30,2021-02-17,1.078131965382943,2652023,13.0,2655000,경북,3
139,31,2021-02-18,1.1012439286410525,2652001,20.0,2655000,경북,3
140,32,2021-02-19,1.1012530642210967,2651979,20.0,2655000,경북,3
141,33,2021-02-20,1.144165930778715,2651963,14.0,2655000,경북,3
142,34,2021-02-21,1.2013769454029608,2651957,5.0,2655000,경북,3
143,35,2021-02-22,1.101266767875364,2651946,10.0,2655000,경북,3
144,0,2021-01-18,1.0009020225889058,1486659,11.0,1488000,광주,4
145,1,2021-01-19,1.0009067354027708,1486652,7.0,1488000,광주,4
146,2,2021-01-20,1.0009141413427989,1486641,11.0,1488000,광주,4
