,time_idx,date,value,S,I,PopN,Region,series
0,0,2021-11-20,0.8235972227842788,1507302,59.0,1515000,강원,0
1,1,2021-11-21,1.2776785658263032,1507227,75.0,1515000,강원,0
2,2,2021-11-22,0.7371152454142608,1507172,55.0,1515000,강원,0
3,3,2021-11-23,1.206232599862524,1507106,66.0,1515000,강원,0
4,4,2021-11-24,0.9443143469549043,1507044,62.0,1515000,강원,0
5,5,2021-11-25,1.3944195477393002,1506958,86.0,1515000,강원,0
6,6,2021-11-26,0.6195678915388978,1506905,53.0,1515000,강원,0
7,7,2021-11-27,1.7641432116922395,1506812,93.0,1515000,강원,0
8,8,2021-11-28,0.659478207911375,1506751,61.0,1515000,강원,0
9,9,2021-11-29,0.9065755433760304,1506696,55.0,1515000,강원,0
10,10,2021-11-30,1.5356901337882238,1506612,84.0,1515000,강원,0
11,11,2021-12-01,1.2569593233028808,1506507,105.0,1515000,강원,0
12,12,2021-12-02,1.3600050599546785,1506365,142.0,1515000,강원,0
13,13,2021-12-03,0.6940969687172034,1506267,98.0,1515000,강원,0
14,14,2021-12-04,1.1700096588290856,1506153,113.0,1515000,강원,0
15,15,2021-12-05,1.0325785221939956,1506037,115.0,1515000,강원,0
16,16,2021-12-06,0.9797091710692136,1505925,111.0,1515000,강원,0
17,17,2021-12-07,0.9788362993203872,1505817,107.0,1515000,강원,0
18,18,2021-12-08,1.3257931535896317,1505676,139.0,1515000,강원,0
19,19,2021-12-09,0.9989537718768584,1505538,136.0,1515000,강원,0
20,20,2021-12-10,1.1098729373505958,1505388,148.0,1515000,강원,0
21,21,2021-12-11,1.1559828447567688,1505218,168.0,1515000,강원,0
22,22,2021-12-12,0.730909789431545,1505096,120.0,1515000,강원,0
23,23,2021-12-13,0.9310867878195144,1504985,109.0,1515000,강원,0
24,24,2021-12-14,1.219067897077093,1504853,130.0,1515000,강원,0
25,25,2021-12-15,1.2390681246709043,1504693,157.0,1515000,강원,0
26,26,2021-12-16,0.9491323919510746,1504545,145.0,1515000,강원,0
27,27,2021-12-17,0.9305597144101648,1504411,132.0,1515000,강원,0
28,28,2021-12-18,0.9612641516423128,1504285,124.0,1515000,강원,0
29,29,2021-12-19,0.8121959559181852,1504185,98.0,1515000,강원,0
30,30,2021-12-20,1.2949584943721304,1504059,124.0,1515000,강원,0
31,31,2021-12-21,0.94228887597902,1503943,114.0,1515000,강원,0
32,32,2021-12-22,1.148734745231281,1503813,128.0,1515000,강원,0
33,33,2021-12-23,0.9444741467190402,1503693,118.0,1515000,강원,0
34,34,2021-12-24,1.1014407951352585,1503564,126.0,1515000,강원,0
35,35,2021-12-25,1.175540249700046,1503417,144.0,1515000,강원,0
36,0,2021-11-20,1.18110561802844,13284961,987.0,13405000,경기,1
37,1,2021-11-21,1.0100580318063177,13283973,987.0,13405000,경기,1
38,2,2021-11-22,0.8353024168125793,13283156,816.0,13405000,경기,1
39,3,2021-11-23,0.9510464444077692,13282387,768.0,13405000,경기,1
