,time_idx,date,value,S,I,PopN,Region,series
0,0,2020-10-27,0.0,1514778,6.0,1515000,강원,0
1,1,2020-10-28,2.3336752976343726,1514764,14.0,1515000,강원,0
2,2,2020-10-29,0.5000778999236845,1514757,7.0,1515000,강원,0
3,3,2020-10-30,0.8572803615176748,1514751,6.0,1515000,강원,0
4,4,2020-10-31,0.0,1514751,0.0,1515000,강원,0
5,5,2020-11-01,0.0,1514748,3.0,1515000,강원,0
6,6,2020-11-02,0.0,1514748,0.0,1515000,강원,0
7,7,2020-11-03,0.0,1514747,1.0,1515000,강원,0
8,8,2020-11-04,0.0,1514747,0.0,1515000,강원,0
9,9,2020-11-05,0.0,1514746,1.0,1515000,강원,0
10,10,2020-11-06,7.001173794154267,1514739,7.0,1515000,강원,0
11,11,2020-11-07,0.5715270325213028,1514735,4.0,1515000,강원,0
12,12,2020-11-08,2.2503936332097694,1514726,9.0,1515000,강원,0
13,13,2020-11-09,1.2224433109794557,1514715,11.0,1515000,강원,0
14,14,2020-11-10,0.2727785875110619,1514712,3.0,1515000,강원,0
15,15,2020-11-11,2.6671736937450814,1514704,8.0,1515000,강원,0
16,16,2020-11-12,0.750146563288933,1514698,6.0,1515000,강원,0
17,17,2020-11-13,3.834097622100247,1514675,23.0,1515000,강원,0
18,18,2020-11-14,0.7827766180289788,1514657,18.0,1515000,강원,0
19,19,2020-11-15,1.055794590238362,1514638,19.0,1515000,강원,0
20,20,2020-11-16,1.052883158949705,1514618,20.0,1515000,강원,0
21,21,2020-11-17,0.6501639357250475,1514605,13.0,1515000,강원,0
22,22,2020-11-18,0.3847156900263155,1514600,5.0,1515000,강원,0
23,23,2020-11-19,4.001056384523967,1514580,20.0,1515000,강원,0
24,24,2020-11-20,1.2003327655191538,1514556,24.0,1515000,강원,0
25,25,2020-11-21,0.5835043405460082,1514542,14.0,1515000,강원,0
26,26,2020-11-22,0.8574020585572593,1514530,12.0,1515000,강원,0
27,27,2020-11-23,0.9169511333549022,1514519,11.0,1515000,강원,0
28,28,2020-11-24,4.092208333290816,1514474,45.0,1515000,강원,0
29,29,2020-11-25,0.2667592840814698,1514462,12.0,1515000,강원,0
30,30,2020-11-26,0.6669034944422508,1514454,8.0,1515000,강원,0
31,31,2020-11-27,1.0003605259717363,1514446,8.0,1515000,강원,0
32,32,2020-11-28,4.12650896763569,1514413,33.0,1515000,강원,0
33,33,2020-11-29,0.575980744534501,1514394,19.0,1515000,강원,0
34,34,2020-11-30,0.4212211200269581,1514386,8.0,1515000,강원,0
35,35,2020-12-01,1.1254561254528237,1514377,9.0,1515000,강원,0
36,0,2020-10-27,0.4155254693743831,13400429,27.0,13405000,경기,1
37,1,2020-10-28,1.0373907791669563,13400401,28.0,13405000,경기,1
38,2,2020-10-29,1.857780226129054,13400349,52.0,13405000,경기,1
39,3,2020-10-30,0.4424612086882674,13400326,23.0,13405000,경기,1
40,4,2020-10-31,1.0003487974844791,13400303,23.0,13405000,경기,1
41,5,2020-11-01,1.5657660226365615,13400267,36.0,13405000,경기,1
42,6,2020-11-02,1.1115035576861598,13400227,40.0,13405000,경기,1
43,7,2020-11-03,0.3751335704984699,13400212,15.0,13405000,경기,1
44,8,2020-11-04,2.734309974598412,13400171,41.0,13405000,경기,1
45,9,2020-11-05,0.5611777677150902,13400148,23.0,13405000,경기,1
46,10,2020-11-06,1.4787961264697778,13400114,34.0,13405000,경기,1
47,11,2020-11-07,0.4707598229475993,13400098,16.0,13405000,경기,1
48,12,2020-11-08,1.4380258636914447,13400075,23.0,13405000,경기,1
49,13,2020-11-09,0.9133790539296948,13400054,21.0,13405000,경기,1
50,14,2020-11-10,0.8574592311344417,13400036,18.0,13405000,경기,1
51,15,2020-11-11,2.3341977091205823,13399994,42.0,13405000,경기,1
52,16,2020-11-12,0.8098262332555274,13399960,34.0,13405000,경기,1
53,17,2020-11-13,1.0592217746743051,13399924,36.0,13405000,경기,1
54,18,2020-11-14,1.2782618103737835,13399878,46.0,13405000,경기,1
55,19,2020-11-15,0.8916450420375989,13399837,41.0,13405000,경기,1
56,20,2020-11-16,0.951586020111708,13399798,39.0,13405000,경기,1
