,time_idx,date,value,S,I,PopN,Region,series
0,0,2020-08-03,0.0,1514947,0.0,1515000,강원,0
1,1,2020-08-04,0.0,1514947,0.0,1515000,강원,0
2,2,2020-08-05,0.0,1514947,0.0,1515000,강원,0
3,3,2020-08-06,0.0,1514947,0.0,1515000,강원,0
4,4,2020-08-07,0.0,1514947,0.0,1515000,강원,0
5,5,2020-08-08,0.0,1514947,0.0,1515000,강원,0
6,6,2020-08-09,0.0,1514947,0.0,1515000,강원,0
7,7,2020-08-10,0.0,1514947,0.0,1515000,강원,0
8,8,2020-08-11,0.0,1514947,0.0,1515000,강원,0
9,9,2020-08-12,0.0,1514947,0.0,1515000,강원,0
10,10,2020-08-13,0.0,1514947,0.0,1515000,강원,0
11,11,2020-08-14,1.0000356448348655,1514946,1.0,1515000,강원,0
12,12,2020-08-15,1.000037625177977,1514943,3.0,1515000,강원,0
13,13,2020-08-16,0.0,1514943,0.0,1515000,강원,0
14,14,2020-08-17,1.0000382852940906,1514942,1.0,1515000,강원,0
15,15,2020-08-18,1.0000396055289318,1514940,2.0,1515000,강원,0
16,16,2020-08-19,1.000042906131286,1514935,5.0,1515000,강원,0
17,17,2020-08-20,1.0000462067554277,1514930,5.0,1515000,강원,0
18,18,2020-08-21,1.0000521479337867,1514921,9.0,1515000,강원,0
19,19,2020-08-22,1.00006271020295,1514905,16.0,1515000,강원,0
20,20,2020-08-23,1.0000726125329231,1514890,15.0,1515000,강원,0
21,21,2020-08-24,1.0000765735198207,1514884,6.0,1515000,강원,0
22,22,2020-08-25,1.0000818548844923,1514876,8.0,1515000,강원,0
23,23,2020-08-26,1.000093738158956,1514858,18.0,1515000,강원,0
24,24,2020-08-27,1.0001029809010036,1514844,14.0,1515000,강원,0
25,25,2020-08-28,1.000104961510812,1514841,3.0,1515000,강원,0
26,26,2020-08-29,0.0,1514841,0.0,1515000,강원,0
27,27,2020-08-30,1.0001062819217093,1514839,2.0,1515000,강원,0
28,28,2020-08-31,1.0001082625445925,1514836,3.0,1515000,강원,0
29,29,2020-09-01,1.0001109033873063,1514832,4.0,1515000,강원,0
30,30,2020-09-02,1.0001122238138933,1514830,2.0,1515000,강원,0
31,31,2020-09-03,1.0001148646775273,1514826,4.0,1515000,강원,0
32,32,2020-09-04,1.0001168453344054,1514823,3.0,1515000,강원,0
33,33,2020-09-05,1.0001188259991287,1514820,3.0,1515000,강원,0
34,34,2020-09-06,1.0001221271244345,1514815,5.0,1515000,강원,0
35,35,2020-09-07,0.0,1514815,0.0,1515000,강원,0
36,0,2020-08-03,1.0000853485743206,13403856,1.0,13405000,경기,1
37,1,2020-08-04,1.000085572409665,13403853,3.0,13405000,경기,1
38,2,2020-08-05,1.0000857216332828,13403851,2.0,13405000,경기,1
39,3,2020-08-06,1.000086542363979,13403840,11.0,13405000,경기,1
40,4,2020-08-07,1.0000867661998576,13403837,3.0,13405000,경기,1
41,5,2020-08-08,1.0000876615443726,13403825,12.0,13405000,경기,1
42,6,2020-08-09,1.0000887061149997,13403811,14.0,13405000,경기,1
43,7,2020-08-10,1.0000890791764667,13403806,5.0,13405000,경기,1
44,8,2020-08-11,1.0000896014629883,13403799,7.0,13405000,경기,1
45,9,2020-08-12,1.000091019100582,13403780,19.0,13405000,경기,1
46,10,2020-08-13,1.0000922129037784,13403764,16.0,13405000,경기,1
47,11,2020-08-14,1.0000950481977922,13403726,38.0,13405000,경기,1
48,12,2020-08-15,1.0001000473079775,13403659,67.0,13405000,경기,1
49,13,2020-08-16,1.0001072102992317,13403563,96.0,13405000,경기,1
50,14,2020-08-17,1.000112209531006,13403496,67.0,13405000,경기,1
51,15,2020-08-18,1.0001160895662338,13403444,52.0,13405000,경기,1
52,16,2020-08-19,1.00012310355247,13403350,94.0,13405000,경기,1
53,17,2020-08-20,1.0001291475982463,13403269,81.0,13405000,경기,1
54,18,2020-08-21,1.0001367587227703,13403167,102.0,13405000,경기,1
55,19,2020-08-22,1.0001435491375263,13403076,91.0,13405000,경기,1
56,20,2020-08-23,1.000152727536984,13402953,123.0,13405000,경기,1
57,21,2020-08-24,1.0001589958090316,13402869,84.0,13405000,경기,1
58,22,2020-08-25,1.0001636970646297,13402806,63.0,13405000,경기,1
59,23,2020-08-26,1.0001706370941466,13402713,93.0,13405000,경기,1
60,24,2020-08-27,1.0001780995989364,13402613,100.0,13405000,경기,1
61,25,2020-08-28,1.0001864577365076,13402501,112.0,13405000,경기,1
62,26,2020-08-29,1.000193920477383,13402401,100.0,13405000,경기,1
63,27,2020-08-30,1.000199666863747,13402324,77.0,13405000,경기,1
64,28,2020-08-31,1.0002055625755235,13402245,79.0,13405000,경기,1
65,29,2020-09-01,1.0002100403777443,13402185,60.0,13405000,경기,1
66,30,2020-09-02,1.0002159362118164,13402106,79.0,13405000,경기,1
67,31,2020-09-03,1.0002207126346865,13402042,64.0,13405000,경기,1
68,32,2020-09-04,1.0002248174095378,13401987,55.0,13405000,경기,1
69,33,2020-09-05,1.0002283251529256,13401940,47.0,13405000,경기,1
70,34,2020-09-06,1.0002316836536922,13401895,45.0,13405000,경기,1
71,35,2020-09-07,1.0002339226667334,13401865,30.0,13405000,경기,1
72,0,2020-08-03,0.0,3349890,0.0,3350000,경남,2
73,1,2020-08-04,0.0,3349890,0.0,3350000,경남,2
