,time_idx,date,value,S,I,PopN,Region,series
0,0,2021-09-20,1.0038643809039152,1509168,28.0,1515000,강원,0
1,1,2021-09-21,1.0038903234912324,1509129,39.0,1515000,강원,0
2,2,2021-09-22,1.0039122759585872,1509096,33.0,1515000,강원,0
3,3,2021-09-23,1.003932233580241,1509066,30.0,1515000,강원,0
4,4,2021-09-24,1.0039608408884424,1509023,43.0,1515000,강원,0
5,5,2021-09-25,1.003998099362014,1508967,56.0,1515000,강원,0
6,6,2021-09-26,1.0040293720011664,1508920,47.0,1515000,강원,0
7,7,2021-09-27,1.004055988547797,1508880,40.0,1515000,강원,0
8,8,2021-09-28,1.0040732900598732,1508854,26.0,1515000,강원,0
9,9,2021-09-29,1.004086599321065,1508834,20.0,1515000,강원,0
10,10,2021-09-30,1.004107894872886,1508802,32.0,1515000,강원,0
11,11,2021-10-01,1.004142502071251,1508750,52.0,1515000,강원,0
12,12,2021-10-02,1.0041644655690896,1508717,33.0,1515000,강원,0
13,13,2021-10-03,1.0041977454269233,1508667,50.0,1515000,강원,0
14,14,2021-10-04,1.0042223739419207,1508630,37.0,1515000,강원,0
15,15,2021-10-05,1.0042383498408465,1508606,24.0,1515000,강원,0
16,16,2021-10-06,1.004258986129294,1508575,31.0,1515000,강원,0
17,17,2021-10-07,1.0042782918121158,1508546,29.0,1515000,강원,0
18,18,2021-10-08,1.0042995954959648,1508514,32.0,1515000,강원,0
19,19,2021-10-09,1.0043182369607673,1508486,28.0,1515000,강원,0
20,20,2021-10-10,1.004330221125009,1508468,18.0,1515000,강원,0
21,21,2021-10-11,1.0043415397649642,1508451,17.0,1515000,강원,0
22,22,2021-10-12,1.0043601827869235,1508423,28.0,1515000,강원,0
23,23,2021-10-13,1.0043715021022193,1508406,17.0,1515000,강원,0
24,24,2021-10-14,1.0043861510066403,1508384,22.0,1515000,강원,0
25,25,2021-10-15,1.0044001344503943,1508363,21.0,1515000,강원,0
26,26,2021-10-16,1.0044127864731125,1508344,19.0,1515000,강원,0
27,27,2021-10-17,1.0044287684311022,1508320,24.0,1515000,강원,0
28,28,2021-10-18,1.0044340958634552,1508312,8.0,1515000,강원,0
29,29,2021-10-19,1.0044387574131226,1508305,7.0,1515000,강원,0
30,30,2021-10-20,1.004456738081441,1508278,27.0,1515000,강원,0
31,31,2021-10-21,1.0044773833463616,1508247,31.0,1515000,강원,0
32,32,2021-10-22,1.0044893713089988,1508229,18.0,1515000,강원,0
33,33,2021-10-23,1.0045026916030868,1508209,20.0,1515000,강원,0
34,34,2021-10-24,1.004511349983689,1508196,13.0,1515000,강원,0
35,35,2021-10-25,1.0045246708606954,1508176,20.0,1515000,강원,0
36,0,2021-09-20,1.0140151742817158,13325693,499.0,13405000,경기,1
37,1,2021-09-21,1.012073717578315,13325194,496.0,13405000,경기,1
38,2,2021-09-22,1.011777706097849,13324666,525.0,13405000,경기,1
39,3,2021-09-23,1.009782479074377,13324122,542.0,13405000,경기,1
40,4,2021-09-24,1.0104290089561907,13323418,701.0,13405000,경기,1
41,5,2021-09-25,1.009898322586244,13322324,1090.0,13405000,경기,1
42,6,2021-09-26,1.010660108152028,13321402,918.0,13405000,경기,1
43,7,2021-09-27,1.0116924602700537,13320647,751.0,13405000,경기,1
44,8,2021-09-28,1.0120247667397992,13319929,714.0,13405000,경기,1
45,9,2021-09-29,1.011580735301225,13318941,983.0,13405000,경기,1
46,10,2021-09-30,1.011129096710918,13318062,875.0,13405000,경기,1
47,11,2021-10-01,1.011542046386666,13317245,813.0,13405000,경기,1
48,12,2021-10-02,1.0106520235490453,13316488,754.0,13405000,경기,1
49,13,2021-10-03,1.0097070828185415,13315817,669.0,13405000,경기,1
50,14,2021-10-04,1.0105509941431616,13315287,528.0,13405000,경기,1
51,15,2021-10-05,1.0088089860427256,13314791,495.0,13405000,경기,1
52,16,2021-10-06,1.008309324448417,13314111,679.0,13405000,경기,1
53,17,2021-10-07,1.0080767712525147,13313261,849.0,13405000,경기,1
54,18,2021-10-08,1.0082884852100176,13312509,751.0,13405000,경기,1
55,19,2021-10-09,1.0069952553658836,13311880,629.0,13405000,경기,1
56,20,2021-10-10,1.007036181709443,13311339,541.0,13405000,경기,1
57,21,2021-10-11,1.007063266035764,13310981,358.0,13405000,경기,1
58,22,2021-10-12,1.0070939835431605,13310575,406.0,13405000,경기,1
59,23,2021-10-13,1.007132269562239,13310069,506.0,13405000,경기,1
60,24,2021-10-14,1.0071840284130331,13309385,684.0,13405000,경기,1
61,25,2021-10-15,1.0072298893835414,13308779,606.0,13405000,경기,1
62,26,2021-10-16,1.0072737109451315,13308200,579.0,13405000,경기,1
63,27,2021-10-17,1.0093748851545603,13307711,488.0,13405000,경기,1
64,28,2021-10-18,1.010159497505465,13307353,357.0,13405000,경기,1
65,29,2021-10-19,1.0099373882969085,13306960,392.0,13405000,경기,1
66,30,2021-10-20,1.009145560809758,13306378,581.0,13405000,경기,1
67,31,2021-10-21,1.0093812142570584,13305855,522.0,13405000,경기,1
68,32,2021-10-22,1.0094616032606096,13305343,511.0,13405000,경기,1
69,33,2021-10-23,1.0095004496270812,13304831,511.0,13405000,경기,1
70,34,2021-10-24,1.009524287888072,13304315,515.0,13405000,경기,1
71,35,2021-10-25,1.0101423513059091,13303918,396.0,13405000,경기,1
72,0,2021-09-20,1.003148989484603,3339484,30.0,3350000,경남,2
73,1,2021-09-21,1.003156799696238,3339458,26.0,3350000,경남,2
74,2,2021-09-22,1.0031655112296145,3339429,29.0,3350000,경남,2
75,3,2021-09-23,1.0031739225088572,3339401,28.0,3350000,경남,2
76,4,2021-09-24,1.0031850376299198,3339364,37.0,3350000,경남,2
77,5,2021-09-25,1.0031988567725505,3339318,46.0,3350000,경남,2
78,6,2021-09-26,1.0032204874992738,3339246,72.0,3350000,경남,2
