,time_idx,date,value,S,I,PopN,Region,series
0,0,2021-09-20,0.6110365473029866,1509168,28.0,1515000,강원,0
1,1,2021-09-21,1.398239673401882,1509129,39.0,1515000,강원,0
2,2,2021-09-22,0.8494456583387351,1509096,33.0,1515000,강원,0
3,3,2021-09-23,0.9126475235987156,1509066,30.0,1515000,강원,0
4,4,2021-09-24,1.4389695347983456,1509023,43.0,1515000,강원,0
5,5,2021-09-25,1.307483885808204,1508967,56.0,1515000,강원,0
6,6,2021-09-26,0.8426412619645474,1508920,47.0,1515000,강원,0
7,7,2021-09-27,0.8544930825541842,1508880,40.0,1515000,강원,0
8,8,2021-09-28,0.6526363925560681,1508854,26.0,1515000,강원,0
9,9,2021-09-29,0.7723640692768255,1508834,20.0,1515000,강원,0
10,10,2021-09-30,1.6065385589137042,1508802,32.0,1515000,강원,0
11,11,2021-10-01,1.6316753291684396,1508750,52.0,1515000,강원,0
12,12,2021-10-02,0.6372442801606016,1508717,33.0,1515000,강원,0
13,13,2021-10-03,1.521461311468317,1508667,50.0,1515000,강원,0
14,14,2021-10-04,0.7431063316159232,1508630,37.0,1515000,강원,0
15,15,2021-10-05,0.6513874858001648,1508606,24.0,1515000,강원,0
16,16,2021-10-06,1.29714120187776,1508575,31.0,1515000,강원,0
17,17,2021-10-07,0.939468083798372,1508546,29.0,1515000,강원,0
18,18,2021-10-08,1.1081691495857828,1508514,32.0,1515000,강원,0
19,19,2021-10-09,0.8787621460589693,1508486,28.0,1515000,강원,0
20,20,2021-10-10,0.6456331523319219,1508468,18.0,1515000,강원,0
21,21,2021-10-11,0.9485340977291752,1508451,17.0,1515000,강원,0
22,22,2021-10-12,1.654209594907,1508423,28.0,1515000,강원,0
23,23,2021-10-13,0.6097901109777751,1508406,17.0,1515000,강원,0
24,24,2021-10-14,1.29977488507346,1508384,22.0,1515000,강원,0
25,25,2021-10-15,0.958732235051793,1508363,21.0,1515000,강원,0
26,26,2021-10-16,0.908742978788452,1508344,19.0,1515000,강원,0
27,27,2021-10-17,1.2687319408081417,1508320,24.0,1515000,강원,0
28,28,2021-10-18,0.334809589477034,1508312,8.0,1515000,강원,0
29,29,2021-10-19,0.8788798338805234,1508305,7.0,1515000,강원,0
30,30,2021-10-20,3.874263778593473,1508278,27.0,1515000,강원,0
31,31,2021-10-21,1.1532651437231365,1508247,31.0,1515000,강원,0
32,32,2021-10-22,0.5832449322656293,1508229,18.0,1515000,강원,0
33,33,2021-10-23,1.1160993014544431,1508209,20.0,1515000,강원,0
34,34,2021-10-24,0.6529267495420065,1508196,13.0,1515000,강원,0
35,35,2021-10-25,1.5454020768979833,1508176,20.0,1515000,강원,0
36,0,2021-09-20,0.940472998393066,13325693,499.0,13405000,경기,1
37,1,2021-09-21,1.0059514353212249,13325194,496.0,13405000,경기,1
38,2,2021-09-22,1.0708916290207422,13324666,525.0,13405000,경기,1
39,3,2021-09-23,1.0424376365856625,13324122,542.0,13405000,경기,1
40,4,2021-09-24,1.3067773258609583,13323418,701.0,13405000,경기,1
41,5,2021-09-25,1.5701837156222622,13322324,1090.0,13405000,경기,1
42,6,2021-09-26,0.8511208897847503,13321402,918.0,13405000,경기,1
43,7,2021-09-27,0.8276012816212378,13320647,751.0,13405000,경기,1
44,8,2021-09-28,0.9621128297667528,13319929,714.0,13405000,경기,1
45,9,2021-09-29,1.3925911832018407,13318941,983.0,13405000,경기,1
46,10,2021-09-30,0.8999792169329723,13318062,875.0,13405000,경기,1
47,11,2021-10-01,0.9398094107085552,13317245,813.0,13405000,경기,1
48,12,2021-10-02,0.937254992796458,13316488,754.0,13405000,경기,1
49,13,2021-10-03,0.8958355453122977,13315817,669.0,13405000,경기,1
50,14,2021-10-04,0.7975331652665083,13315287,528.0,13405000,경기,1
51,15,2021-10-05,0.9457231945188832,13314791,495.0,13405000,경기,1
52,16,2021-10-06,1.3830445776392206,13314111,679.0,13405000,경기,1
53,17,2021-10-07,1.2603866555605212,13313261,849.0,13405000,경기,1
54,18,2021-10-08,0.8918514493904601,13312509,751.0,13405000,경기,1
55,19,2021-10-09,0.8433689590386982,13311880,629.0,13405000,경기,1
56,20,2021-10-10,0.866111976395776,13311339,541.0,13405000,경기,1
57,21,2021-10-11,0.6663936285618868,13310981,358.0,13405000,경기,1
58,22,2021-10-12,1.1420885084092742,13310575,406.0,13405000,경기,1
59,23,2021-10-13,1.2551466888493574,13310069,506.0,13405000,경기,1
60,24,2021-10-14,1.3614199058904577,13309385,684.0,13405000,경기,1
61,25,2021-10-15,0.8923297093834769,13308779,606.0,13405000,경기,1
62,26,2021-10-16,0.9623533101535816,13308200,579.0,13405000,경기,1
63,27,2021-10-17,0.8507026677930386,13307711,488.0,13405000,경기,1
64,28,2021-10-18,0.7389697523217437,13307353,357.0,13405000,경기,1
65,29,2021-10-19,1.1089181075967816,13306960,392.0,13405000,경기,1
66,30,2021-10-20,1.4956324681648874,13306378,581.0,13405000,경기,1
67,31,2021-10-21,0.9068438630644388,13305855,522.0,13405000,경기,1
68,32,2021-10-22,0.9881513990432388,13305343,511.0,13405000,경기,1
69,33,2021-10-23,1.0094616032606096,13304831,511.0,13405000,경기,1
70,34,2021-10-24,1.0173871718897929,13304315,515.0,13405000,경기,1
71,35,2021-10-25,0.7767076400999312,13303918,396.0,13405000,경기,1
72,0,2021-09-20,1.433057111218664,3339484,30.0,3350000,경남,2
73,1,2021-09-21,0.869395790886656,3339458,26.0,3350000,경남,2
74,2,2021-09-22,1.1189056611996502,3339429,29.0,3350000,경남,2
75,3,2021-09-23,0.9685735970492828,3339401,28.0,3350000,경남,2
76,4,2021-09-24,1.3256226833152756,3339364,37.0,3350000,경남,2
77,5,2021-09-25,1.2472030197561168,3339318,46.0,3350000,경남,2
78,6,2021-09-26,1.5702242975570355,3339246,72.0,3350000,경남,2
79,7,2021-09-27,1.4072954060753702,3339145,101.0,3350000,경남,2
80,8,2021-09-28,0.6257901230392928,3339082,63.0,3350000,경남,2
81,9,2021-09-29,1.2899182641045823,3339001,81.0,3350000,경남,2
82,10,2021-09-30,0.829885242418612,3338934,67.0,3350000,경남,2
83,11,2021-10-01,1.0182890707034042,3338866,68.0,3350000,경남,2
84,12,2021-10-02,1.5640216838679395,3338760,106.0,3350000,경남,2
85,13,2021-10-03,0.6058062003360416,3338696,64.0,3350000,경남,2
86,14,2021-10-04,0.7368614123597955,3338649,47.0,3350000,경남,2
87,15,2021-10-05,1.4944253505318048,3338579,70.0,3350000,경남,2
88,16,2021-10-06,1.7201501425777683,3338459,120.0,3350000,경남,2
89,17,2021-10-07,0.7944034458213605,3338364,95.0,3350000,경남,2
90,18,2021-10-08,0.5704023067334147,3338310,54.0,3350000,경남,2
91,19,2021-10-09,1.319418996327372,3338239,71.0,3350000,경남,2
92,20,2021-10-10,0.4805603649447136,3338205,34.0,3350000,경남,2
93,21,2021-10-11,0.9740176496755872,3338172,33.0,3350000,경남,2
94,22,2021-10-12,0.5169768291620611,3338155,17.0,3350000,경남,2
95,23,2021-10-13,1.7119354500773454,3338126,29.0,3350000,경남,2
96,24,2021-10-14,1.1419787526046774,3338093,33.0,3350000,경남,2
97,25,2021-10-15,0.364933456971336,3338081,12.0,3350000,경남,2
98,26,2021-10-16,1.3380941524985963,3338065,16.0,3350000,경남,2
99,27,2021-10-17,1.8189804572409465,3338036,29.0,3350000,경남,2
100,28,2021-10-18,0.968977793714834,3338008,28.0,3350000,경남,2
101,29,2021-10-19,0.6810092383584119,3337989,19.0,3350000,경남,2
102,30,2021-10-20,1.690270777752082,3337957,32.0,3350000,경남,2
103,31,2021-10-21,0.5958921879461,3337938,19.0,3350000,경남,2
104,32,2021-10-22,1.743118372070296,3337905,33.0,3350000,경남,2
105,33,2021-10-23,2.159311231918152,3337834,71.0,3350000,경남,2
106,34,2021-10-24,0.3675319274057013,3337808,26.0,3350000,경남,2
107,35,2021-10-25,0.617632428689266,3337792,16.0,3350000,경남,2
108,0,2021-09-20,0.8999204235015344,2647635,35.0,2655000,경북,3
109,1,2021-09-21,0.7735744757652989,2647608,27.0,2655000,경북,3
110,2,2021-09-22,1.0027919540959236,2647581,27.0,2655000,경북,3
111,3,2021-09-23,0.7428164300418634,2647561,20.0,2655000,경북,3
112,4,2021-09-24,2.2563219506557166,2647516,45.0,2655000,경북,3
113,5,2021-09-25,1.2702472808474057,2647459,57.0,2655000,경북,3
114,6,2021-09-26,1.495475671697197,2647374,85.0,2655000,경북,3
115,7,2021-09-27,0.8377002578226352,2647303,71.0,2655000,경북,3
116,8,2021-09-28,1.0311584024927885,2647230,73.0,2655000,경북,3
117,9,2021-09-29,1.209017707265889,2647142,88.0,2655000,경북,3
118,10,2021-09-30,0.5926631953871898,2647090,52.0,2655000,경북,3
119,11,2021-10-01,1.1380058275894835,2647031,59.0,2655000,경북,3
120,12,2021-10-02,0.935009827992192,2646976,55.0,2655000,경북,3
121,13,2021-10-03,1.7507456879782128,2646880,96.0,2655000,경북,3
122,14,2021-10-04,0.6269173517499849,2646820,60.0,2655000,경북,3
